Energy
(-0.48164381912129445+0j)
(-0.4878013661666931+0j)
(-0.4848689644465443+0j)
(-0.48368579390507005+0j)
(-0.4775670344306048+0j)
(-0.4918701826846905+0j)
(-0.4928675698578298+0j)
(-0.4978288952426643+0j)
(-0.5005109977159471+0j)
(-0.6037886096273893+0j)
(-0.5938072782808129+0j)
(-0.6015369428391588+0j)
(-0.8703642889850105+0j)
(-0.8763181799445134+0j)
(-0.8777252873549997+0j)
(-0.8767232336874818+0j)
(-1.0650162285124287+0j)
(-1.0714754982112678+0j)
(-1.0605952148167035+0j)
(-1.0653662799681964+0j)
(-1.0689807297983978+0j)
(-1.0670017147290491+0j)
(-1.069239250758823+0j)
(-1.0682508690533234+0j)
(-1.0675151124316196+0j)
(-1.068856211866647+0j)
(-1.0741434712823614+0j)
(-1.0727339366682407+0j)
(-1.0728754692626195+0j)
(-1.0726865733350983+0j)
(-1.0737077472815186+0j)
(-1.073083044945863+0j)
(-1.0706305115119146+0j)
(-1.0707864442737431+0j)
(-1.070792153202306+0j)
(-1.0691246831105592+0j)
(-1.0704941721642114+0j)
(-1.0689179863765266+0j)
(-1.0689772678137492+0j)
(-1.075822651578222+0j)
(-1.073357889130359+0j)
(-1.075810579926727+0j)
(-1.0709518806043614+0j)
(-1.0740992656955775+0j)
(-1.0727011317352626+0j)
(-1.0741139950335814+0j)
(-1.0740617585748904+0j)
(-1.0704755863911655+0j)
(-1.0731114741660528+0j)
