Energy
(-0.6035204080630128+0j)
(-0.6713416634856714+0j)
(-0.683349067070858+0j)
(-0.6718749731302176+0j)
(-0.7334039575146584+0j)
(-0.7212630277340925+0j)
(-0.7330305531599686+0j)
(-0.7914945544264546+0j)
(-0.7957520691496471+0j)
(-0.7894199722926629+0j)
(-0.7937570954970112+0j)
(-0.7886032758706674+0j)
(-0.7903628445663249+0j)
(-0.8626120912007359+0j)
(-0.8650017479603339+0j)
(-0.86313842203211+0j)
(-0.8599238846785575+0j)
(-0.8830167818870169+0j)
(-0.8942283590891329+0j)
(-0.8844263790109017+0j)
(-0.8843426423737233+0j)
(-0.9143670044317338+0j)
(-0.91087396486016+0j)
(-0.9130307305516302+0j)
(-0.9238142253089932+0j)
(-0.9387380822956126+0j)
(-0.951161105527415+0j)
(-0.9599848710876715+0j)
(-0.9602354067724016+0j)
(-0.9827483191507007+0j)
(-0.9830085250684629+0j)
(-0.9850137260349878+0j)
(-1.0354212565598375+0j)
(-1.032786236301717+0j)
(-1.0325550279933915+0j)
(-1.08188657674701+0j)
(-1.0839966462718809+0j)
(-1.0862274693931704+0j)
(-1.0858470308677486+0j)
(-1.1152732757233046+0j)
(-1.1139523804708569+0j)
(-1.113169985258781+0j)
(-1.1134336708666341+0j)
(-1.11450900569142+0j)
(-1.1149945868773807+0j)
(-1.112984927025614+0j)
(-1.1146265512026103+0j)
(-1.11805622214633+0j)
(-1.1173509834366144+0j)
