Energy
(-0.5600976640517679+0j)
(-0.5620960385918145+0j)
(-0.5582459705730437+0j)
(-0.6439648716312006+0j)
(-0.6438082266373629+0j)
(-0.6489235257877259+0j)
(-0.653967572020464+0j)
(-0.6718822706711269+0j)
(-0.6707615680774651+0j)
(-0.6974692727378657+0j)
(-0.7375144107271925+0j)
(-0.7535031099403993+0j)
(-0.7551578733020329+0j)
(-0.7616081744401394+0j)
(-0.7643319825105404+0j)
(-0.7608969146216366+0j)
(-0.8177379183469938+0j)
(-0.816701811584355+0j)
(-0.8180373601258734+0j)
(-0.851331074829783+0j)
(-0.9628812014654295+0j)
(-0.9560733575583699+0j)
(-0.960977721629955+0j)
(-0.9684740666356451+0j)
(-1.0622104448026972+0j)
(-1.059816632033696+0j)
(-1.062306155299138+0j)
(-1.072734796753717+0j)
(-1.0728684801213948+0j)
(-1.0918213676579671+0j)
(-1.092873037439506+0j)
(-1.0938516912255518+0j)
(-1.0936321816368433+0j)
(-1.0940760417753663+0j)
(-1.0999087943643175+0j)
(-1.100766348990232+0j)
(-1.0996609324204516+0j)
(-1.101196684947069+0j)
(-1.1002453918309938+0j)
(-1.1014568056337894+0j)
(-1.1016853499436772+0j)
(-1.1015114925592622+0j)
(-1.1019415273480073+0j)
(-1.1009579186774214+0j)
(-1.1012467907766212+0j)
(-1.1015793172749428+0j)
(-1.1011725106194419+0j)
(-1.1020360909325897+0j)
(-1.1016483444322784+0j)
